,term,Alternate forms and synonyms.,Other language examples (back translations),Meaning notes. Definitions.,Related (but different) terms,other consultant suggestions / comments / entries,Galen's rationale,Galen's notes/drafts,,,,,,,,,,,,,,,,,,,,,,,
t,puro,pureza,"limpo (R); nenhum comportamento sujo (R);
comportamento reto aos olhos de Deus (K), sem sujeira nele (K);",,limpo,,,,,,,,,,,,,,,,,,,,,,,,,,
t,Rabi,"Raboni, mestre","meu Professor; Professor(R, W);",Rabi significa Meu Mestre. Os professores judeus oficiais são chamados de Rabino ou Rebbi. Uma maneira mais respeitosa de dizer Meu professor costumava ser Raboni. Os professores (aqueles que ensinam) cristãos geralmente são chamados de pastor.,,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Raquel,,,"Raquel significa ovelha. Uma das duas esposas de Jacó chamava-se Raquel. Ela era a mãe de José e Benjamim. Em Jeremias Em Mateus 2:18 o nome dela é usado para representar todas as mães do povo judeu. Em Jeremias 31:15, as mães em Israel são chamadas Raquel, e em Mateus 2:18, as mães em Belém são chamadas Raquel, quando choram por seus filhos cativos ou mortos.",,,GC: Does this capture the point? RRyes,,,,,,,,,,,,,,,,,,,,,,,,
n,Raabe,,,"Raabe era uma mulher cananéia, dona de uma estalagem e prostituta (talvez uma prostituta pagã do templo) que viveu na cidade de Jericó por volta de 1400 anos antes de Jesus. Ela acreditou no Deus de Israel quando ouviu como ele salvou os israelitas do Egito, então ela ajudou os espiões israelitas a escapar de Jericó. Raabe tornou-se ancestral de Jesus. (Raabe também era o nome de uma antiga deusa cananéia.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Rebeca,,,"Rebeca viveu por volta de 1800 anos antes de Jesus. Ela era a esposa do filho de Abraão, Isaque, e mãe de filhos gêmeos chamados Esaú e Jacó.",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,Mar Vermelho,Mar de Junco,Mar Vermelho (R);,"O Mar Vermelho / Mar dos Juncos fica entre o Egito e a estrada que leva a Canaã. Deus abriu um caminho através deste mar para os israelitas enquanto fugiam do exército do faraó.
Vermelho pode ser um erro ortográfico da palavra Junco, já que em hebraico é chamado de Mar dos Juncos.",,,"Red may be a misspelling of the word Reed, since in Hebrew it is called the Sea of Reeds.",,,,,,,,,,,,,,,,,,,,,,,,
t,região,"área, província","terra (G);
","Uma região ou área é qualquer extenso pedaço de terra dentro de um país. Uma província em uma área que tem limites definidos, um nome e um governo.","país, nação, império, reino",,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Roboão,,,"Roboão era um filho tolo do rei Salomão. Após a morte de Salomão, Roboão tornou-se rei, mas quando ele aumentou os impostos e tratou as pessoas com severidade elas se rebelaram dividindo o reino em dois. Roboão reinou sobre Judá em Jerusalém, enquanto Jeroboão se tornou rei sobre o restante de Israel. (O nome Roboão significa Alargar o Povo.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,arrepender,"arrependido, arrependendo, arrepende","afastar-se das coisas/ações erradas e voltar-se para Deus;
fique triste com as coisas ruins que você fez. Pare de fazê-los. (G);
mudar o pensamento (R);","Arrepender-se significa dar meia-volta e seguir na direção oposta; para mudar a maneira como você age. Quando os humanos se arrependem, eles escolhem mudar suas crenças e ações, a fim de obedecer a Deus. Quando Deus se arrepende, ele escolhe não punir os ímpios que se arrependeram, ou ele escolhe não ajudar os crentes que o desobedecem.","perdoar, confessar",,"Not a difficult concept. In the NT, choosing to be baptized was an act of repentance. ",,,,,,,,,,,,,,,,,,,,,,,,
t,descansar,"descansou, descansando, descansado",,"Descansar significa cessar o trabalho árduo. A Lei de Deus exigia que todos descansassem no sábado ou no sétimo dia de cada semana. O descanso também é (1) um símbolo da chegada de Israel a Canaã e (2) um símbolo da vida futura dos crentes, quando Deus recompensará sua fé e obediência.","sábado, esperar",,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Rubem,,,Rubem foi o primeiro / filho mais velho de Jacob e Leah. Rubem tornou-se um ancestral de uma das doze tribos de Israel. (O nome Rubem significa Eis um Filho.),,,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,justo,"justiça, certo","ser verdadeiro/certo/digno aos olhos de Deus;
muito bom (G);reto (R,W);
bons (G);
","Deus é justo, porque sempre faz o que é certo, bom e justo. Jesus era justo, porque obedeceu a Deus completamente e nunca pecou. Deus  considera nós, crentes, como justos, porque ele perdoa todos os nossos pecados e nos aceita pertencendo ao justo Jesus. (Deus tem justiça absoluta, enquanto recebemos justiça imputada/substituta.)","justo, santo, bom",,,,,,,,,,,,,,,,,,,,,,,,,,
t,tumulto,"tumultos, tumultuando",,"Um tumulto acontece quando uma multidão ou turba se torna violenta, tentando prejudicar outras pessoas ou suas propriedades.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Roma,"Romanos, romano",,"Roma foi e é a capital de um país chamado Itália. Na época de Jesus, Roma havia conquistado grande parte do mundo. O império de Roma governou muitos países desde cerca de 100 anos antes de Jesus até 700 anos depois de Jesus. Embora os romanos trouxessem boas leis para todos os lugares, eles cobravam impostos pesados e exigiam que todos honrassem seus deuses. Os romanos acreditavam que seus reis/cesares eram deuses divinos. Os judeus odiavam especialmente os romanos, e os romanos acabaram destruindo Israel. Roma construiu muitas estradas e impediu que os países guerreassem uns contra os outros. Isso permitiu que as Boas Novas sobre Jesus se espalhassem rapidamente por 300 anos.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Rute,,,"Rute era uma mulher (gentia) de Moabe. Ela era viúva de um dos filhos de Noemi. Rute veio com Noemi para Israel, onde um bom homem chamado Boaz se casou com ela. O filho deles tornou-se ancestral do rei Davi e de Jesus.",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Sábado,,descansar; cessar o trabalho; Dia de Sabat (K);,"Sabá é uma palavra hebraica que significa descanso ou cessar o trabalho. Depois de criar o mundo, Deus (e mais tarde a Lei de Moisés) decretou o sétimo dia de cada semana como um sábado exclusivamente para descanso, não para o trabalho árduo normal. Festas e festivais também eram dias de sábado. (Na época de Jesus, os judeus haviam acrescentado muitas outras regras contra a atividade nos sábados. Jesus frequentemente quebrava essas regras.)",descanso,,,,,,,,,,,,,,,,,,,,,,,,,,
t,sacrifício,"sacrifícios, sacrificado","oferta de animal abatido;
dar a vida ou bens a outrem (G); dádiva que se cozinha habitualmente (R);","Um sacrifício é qualquer coisa de grande valor que alguém iria matar ou queimar ou oferecer (colocar / dar), para honrar a Deus. Embora a Lei de Moisés exigisse que os israelitas oferecessem sacrifícios para pagar pelos pecados, qualquer um poderia oferecer um sacrifício para agradecer a Deus. (Desde que Jesus morreu como o sacrifício final pelo pecado, os cristãos oferecem a Deus adoração, louvor, agradecimento e seus próprios corpos como um sacrifício vivo.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Saduceus,Saduceu,,"Os saduceus eram judeus ricos e de alta classe encarregados do templo de Jerusalém. Eles faziam parte dos líderes religiosos judeus. Eles discordaram dos fariseus sobre guardar regras que não foram encontradas na Lei de Moisés. (Os saduceus acreditavam que os mortos ressuscitariam no fim dos tempos, mas negavam que alguém pudesse ressurgir da morte antes disso.)","Fariseu, Escribas",This could be removed:  (They also believed that angels exist but denied that angels appeared to humans.) (Hilkka),,,,,,,,,,,,,,,,,,,,,,,,,
t,santo,santos,"aquele a quem Deus governa, aquele a quem Jesus governa (G);",Santo é um termo que identifica uma pessoa como santa (separada) que pertence a Deus pela fé em Jesus. Os apóstolos frequentemente se dirigiam aos cristãos para os quais escreviam cartas como santos.,"Cristão, crente, discípulo",,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Samria,"Samaritanos, Samaritano",,"Samaria tinha sido uma região do norte do antigo Israel e mais tarde se tornou uma província de Roma. Depois que a Assíria deportou os judeus de Samaria cerca de 600 anos antes de Jesus, eles trouxeram pagãos para viver em Samaria. Esses samaritanos se converteram à religião judaica, mas os judeus nunca aceitaram os samaritanos como verdadeiros judeus porque eles se casaram com gentios e alguns adoravam seus deuses enquanto outros adoravam o Deus de Israel. Os judeus da Judéia desprezavam os samaritanos.",,"Samaritan, member of a community of Jews, now nearly extinct, that claims to be related by blood to those Jews of ancient Samaria who were not deported by the Assyrian conquerors of the kingdom of Israel in 722 bce. (Hilkka)",,,,,,,,,,,,,,,,,,,,,,,,,
n,Sansão,,,"Sansão viveu cerca de 1100 anos antes de Jesus. Seu nome significa Sol. Ele deveria ser dedicado a Deus, mas foi um líder desobediente durante o tempo dos juízes. Deus deu grande força física a Sansão, que matou muitos inimigos dos israelitas. No entanto, ele se casou com uma mulher pagã que o enganou, levando-o a desobedecer ainda mais a Deus e a perder o dom de sua força.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Samuel,,,"Samuel viveu cerca de 1150 anos antes de Jesus. Seu nome significa o ""Nome de Deus"", ou ""Deus ouve"". Samuel se tornou um grande profeta em Israel, e foi ele quem ungiu Saul e Davi como reis de Israel.",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,santificar,"santificado, santifica","fazer de alguém uma pessoa que realmente obedece a Deus (G);
limpa (W);","Santificar significa tornar algo ou alguém mais santo, ou dedicar a nós mesmos, algo ou alguém a Deus. O Espírito Santo de Deus santifica os cristãos habitando neles.","justificar, limpo, santo",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Sinédrio,,reunião (R); pessoas de reunião (R); reunião de líderes (W);,"No tempo de Jesus, o Sinédrio era um conselho governante de 71 homens sobre a religião e assuntos judaicos. Eles eram liderados pelo sumo sacerdote judeu. (O Sinédrio decidiu que Jesus deveria morrer e, mais tarde, que Paulo deveria morrer.) (O Sinédrio enviou Jesus aos romanos para que o crucificassem.)",,,"In 2018, the Sanhedrin in again active in Israel. ",,,,,,,,,,,,,,,,,,,,,,,,
n,Safira,,,"Safira e seu marido Ananias estavam entre os primeiros cristãos. Eles venderam algumas terras e trouxeram parte do dinheiro para ajudar os cristãos pobres; Mas quando eles mentiram sobre quanto dinheiro haviam vendido a terra, eles caíram mortos. (Safira é o nome de uma pedra preciosa.)",,,GC 19-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Sara,,,"Sara foi a primeira esposa de Abraão. Embora ela fosse estéril por muitos anos, Deus prometeu que ela daria à luz um filho em sua velhice. Deus mudou o nome dela de Sarai, para Sara, que significa princesa, antes que o filho prometido, Isaque, nascesse.",Sarai,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Sarai,,,"Sarai foi a primeira esposa de Abraão que se tornou a mãe de Isaque. Deus mudou o nome de Sarai para Sara. (Sarai significa briguenta, enquanto Sara significa princesa.)",Sara,,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Satanás,diabo,"boca torta (G);
inimigo de Deus;
líder principal dos espíritos malignos (G);
espírito que acusa os outros;
Seytaane (W)","Satanás significa Acusador ou Adversário. Satanás é um poderoso espírito maligno ou demônio que tenta os humanos a fazerem coisas erradas e depois os acusa diante de Deus. No entanto, Jesus defende os crentes diante de Deus. (Por fim, Jesus lançará Satanás no lago de fogo para sempre.)","demônio, Belzebul",Seytaane not helpful in PNG.,"In Hebrew, he is ha-satan = the accuser. The Book of Revelation alone makes Satan = Serpent = Dragon = Devil.",,,,,,,,,,,,,,,,,,,,,,,,
,Saul,,,"No Hebraico os nomes Saul e Saulo são o mesmo. Haviam dois homens chamados Saul/Saulo: (1) Um homem alto e bonito que Israel escolheu para ser seu primeiro rei 1.100 anos antes de Jesus. (2) Um fariseu judeu que procurava matar cristãos. Mais tarde, ele se tornou cristão e apóstolo, levando as Boas Novas aos gentios usando o nome de Paulo. (O nome hebraico Saul significa Pediu.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Saulo,,,"No Hebraico os nomes Saul e Saulo são o mesmo. Haviam dois homens chamados Saul/Saulo: (1) Um homem alto e bonito que Israel escolheu para ser seu primeiro rei 1.100 anos antes de Jesus. (2) Um fariseu judeu que procurava matar cristãos. Mais tarde, ele se tornou cristão e apóstolo, levando as Boas Novas aos gentios usando o nome de Paulo. (O nome hebraico Saul significa Pediu.)",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,Salvador,,Causa-viva (R); aquele que nos salva/livra (G);,"Deus era o Salvador de Israel, que muitas vezes os resgatou de seus inimigos. Jesus é o Salvador de todos os humanos, que resgata do poder de Satanás, da ira e do julgamento de Deus, da morte eterna e do inferno, todos os que o invocam com fé. (É assim que o Novo Testamento diz que os cristãos são salvos.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
t,cetro,,"bastão de governar (G);
",Cetro são um bastão ou bola [no bastão] que os reis seguram em suas mãos enquanto fazem leis ou tomam decisões. Um cetro é um símbolo da autoridade real.,,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,escriba,escribas,"professor de gente (G);
especialista em direito cultural;
pessoa que ensina direito cultural às pessoas; professor das leis (R);
uma pessoa instruída que pode escrever documentos/livros (para outros);
repetidor (W);","Os escribas eram aqueles que faziam cópias da Bíblia, estudavam a Bíblia e ensinavam a Bíblia a outros. Durante o tempo de Jesus e da igreja terrena, muitos escribas judeus juntaram-se aos fariseus para se opor a Jesus e seus apóstolos.","Líder Religioso Judeu, Fariseu, Saduceu",,,,,,,,,,,,,,,,,,,,,,,,,,
t,rolo,rolos,"um livro enrolado;
papel enrolado (G);",Um pergaminho é um longo pedaço de couro (ou papiro) sobre o qual os homens escreviam palavras. Eles enrolavam o pergaminho para guardá-lo e o desenrolavam para ler. Os livros são vários pedaços de papel unidos em uma borda. Um pergaminho é uma forma antiga de fazer um livro. Um pergaminho é um livro enrolado. Um livro é um pergaminho plano de páginas empilhadas.,"Bíblia, livro",,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,mar,oceano,grande água/rio (G); ,Mais da metade da terra é coberta por águas salgadas profundas. Grandes partes de águas profundas são chamadas de mares ou oceanos. Os homens podem viajar pelos mares em grandes barcos chamados navios que flutuam na água.,"rio, água",,GC 19-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,Septuaginta,,,"Septuaginta, que significa 70, é o Antigo Testamento traduzido para o grego. Cerca de 330 anos antes de Jesus, os gregos conquistaram Israel e o Egito, onde moravam muitos judeus. Quando os judeus começaram a falar grego, 70 deles traduziram o Antigo Testamento do hebraico para o grego. (O Novo Testamento freqüentemente cita versículos da Septuaginta em vez do hebraico.)",,,"That is more or less the tradition. Reality may be a little different, for there were also other Greek translations of the Tanakh.",,,,,,,,,,,,,,,,,,,,,,,,
t,servo,servos,aquele que trabalha para alguém (G); ,"Um servo ajuda ou trabalha para outra pessoa. Os servos podem (1) ser pessoas que trabalham por remuneração, (2) ser um escravo capturado ou devedor que é forçado a trabalhar sem remuneração, (3) ser pessoas que trabalham livremente para seus mestres porque os amam. Os servos que trabalhavam para um homem poderoso eram mais importantes do que os pobres que não eram servos. Profetas e cristãos são chamados servos do Senhor porque servem livremente ao Senhor que é seu Mestre.",escravo,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,vergonha,"envergonhado, vergonhas, vergonhoso","estar envergonhado (G); 
","A vergonha é um sentimento ou emoção que vem da culpa. Envergonhar os outros é contar más ações que eles cometeram. Os seres humanos sentem vergonha, ou envergonhados, quando desejam fortemente que não tivessem feito algo errado ou quando se prova que estão errados. Jesus morreu por nós para remover nossa vergonha para que possamos nos sentir perdoados e amados.","culpa, perdoar",This is true in guilt culture:Humans feel shame or ashamed when they strongly wish they had not done something wrong.  BUT in shame culture people feel shame when they lose face/are proved wrong/bad.,GC 23-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Siquém,,,"""Depois que um homem perverso chamado Siquém estuprou a filha de Jacó, Dina, seus irmãos o mataram.
Um clã de cananeus chamava-se Siquém.
Havia uma cidade chamada Siquém que se tornou uma das sete ""cidades de refúgio"" em Israel, onde os acusados de assassinato podiam fugir para proteção.
(O nome Siquém pode significar Vida.)""",,,GC 19-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
